TIPO DE INSTITUTO;NIVEL DE FORMACION;CAMPO AMPLIO;CAMPO ESPECIFICO;CAMPO DETALLADO;NOMBRE DEL PROGRAMA
privado;universitario;arte y humanidades;artes;diseno industrial, de moda e interiores;profesional en diseno grafico
privado;universitario;arte y humanidades;artes;diseno industrial, de moda e interiores;profesional universitario en diseno textil para la industria
privado;universitario;arte y humanidades;artes;tecnicas audiovisuales y produccion para medios de comunicacion;profesional universitario en fotografia para medios
privado;formacion tecnica profesional;arte y humanidades;artes;musica y artes escenicas;tecnica profesional en produccion de television
privado;formacion tecnica profesional;arte y humanidades;artes;diseno industrial, de moda e interiores;tecnico profesional en produccion de alta costura
privado;universitario;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;ingenieria de polimeros
privado;universitario;arte y humanidades;idiomas;idiomas no clasificados en otra parte;profesional en lenguas modernas
privado;universitario;arte y humanidades;humanidades (excepto idiomas);humanidades (excepto idiomas) no clasificados en otra parte;profesional universitario en entrenamiento deportivo
privado;formacion tecnica profesional;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnica profesional en electromedicina
privado;formacion tecnica profesional;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnica profesional en tecnologia de plasticos
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;electronica y automatizacion;tecnologia en automatizacion y robotica industrial
privado;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;desarrollo y analisis de software y aplicaciones;tecnologia en desarrollo informatico
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en gestion de comercio exterior
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en mantenimiento de equipos biomedicos
privado;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;mercadotecnia y publicidad;tecnologia en mercadeo y diseno publicitario
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en procesamiento de polimeros
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en procesos quimicos industriales
privado;tecnologico;arte y humanidades;artes;diseno industrial, de moda e interiores;tecnologia en produccion de moda
privado;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;electronica y automatizacion;tecnologia en soporte de telecomunicaciones
publica;universitario;servicios;servicios de seguridad;educacion militar y de defensa;ciencias militares
publica;universitario;educacion;educacion;educacion no clasificada en otra parte;educacion fisica militar
publica;universitario;ingenieria, industria y construccion;arquitectura y construccion;construccion e ingenieria civil;ingeneria civil
publica;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en levantamientos topograficos e informacion geografica
publica;tecnologico;salud y bienestar;bienestar;bienestar no clasificado en otra parte;tecnologia en actividad fisica
publica;tecnologico;arte y humanidades;artes;musica y artes escenicas;tecnologia en actuacion
publica;tecnologico;tecnologias de la informacion y la comunicacion tic;tecnologias de la informacion y la comunicacion tic;desarrollo y analisis de software y aplicaciones;tecnologia en analisis y desarrollo de software
publica;tecnologico;arte y humanidades;artes;tecnicas audiovisuales y produccion para medios de comunicacion;tecnologia en animacion digital
publica;tecnologico;arte y humanidades;artes;tecnicas audiovisuales y produccion para medios de comunicacion;tecnologia en animacion 3d
publica;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;competencias laborales;tecnologia en comunicacion comercial
publica;tecnologico;ingenieria, industria y construccion;industria y procesamiento;produccion textiles (ropa, calzado y articulos de cuero);tecnologia en confeccion industrial
publica;tecnologico;ciencias naturales, matematicas y estadistica;medio ambiente;medio ambiente natural y vida silvestre;tecnologia en control ambiental
publica;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;ingenieria y profesiones afines no clasificadas en otra parte;tecnologia en control de calidad de alimentos
publica;tecnologico;ingenieria, industria y construccion;industria y procesamiento;procesamiento de alimentos;tecnologia en control de calidad en la industria de alimentos
publica;tecnologico;arte y humanidades;artes;musica y artes escenicas;tecnologia en coordinacion de escuelas de musica
publica;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;gestion y administracion;tecnologia en coordinacion de procesos logisticos
publica;tecnologico;servicios;servicios personales;hoteleria, restaurantes y servicios de banquetes;tecnologia en coordinacion de servicios hoteleros
publica;tecnologico;arte y humanidades;artes;diseno industrial, de moda e interiores;tecnologia en desarrollo creativo de productos para la industria
publica;tecnologico;arte y humanidades;artes;diseno industrial, de moda e interiores;tecnologia en desarrollo de colecciones de calzado y marroquineria
publica;tecnologico;arte y humanidades;artes;diseno industrial, de moda e interiores;tecnologia en desarrollo de colecciones para la industria de la moda
publica;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;mecanica y profesiones afines a la metalisteria;tecnologia en desarrollo de componentes mecanicos
publica;tecnologico;arte y humanidades;artes;bellas artes;tecnologia en desarrollo de medios graficos visuales
publica;tecnologico;administracion de empresas y derecho;educacion comercial y administracion;mercadotecnia y publicidad;tecnologia en desarrollo de procesos de mercadeo
publica;tecnologico;ingenieria, industria y construccion;ingenieria y profesiones afines;electronica y automatizacion;tecnologia en desarrollo de productos electronicos
